course_code,canonical_title_current,observed_titles,first_seen_edition,last_seen_edition,active_current,contexts_seen,current_programs,current_program_count,historical_programs,historical_program_count,edition_count,ghost_flag,single_appearance_flag,stability_class,title_variant_class,current_title_confidence,canonical_cus,current_college,colleges_seen,notes_confidence
C847,"Fundamentals of Diversity, Inclusion, and Exceptional Learners","Fundamentals of Diversity, Inclusion, and Exceptional Learners",2017-01,2020-06,False,AP,,0,"Bachelor of Arts, Elementary Education; Bachelor of Arts, Interdisciplinary Studies (K-8); Bachelor of Arts, Mathematics (5-12); Bachelor of Arts, Mathematics (5-9); Bachelor of Arts, Science (5-12, Bio); Bachelor of Arts, Science (5-12, Chemistry); Bachelor of Arts, Science (5-12, Geo); Bachelor of Arts, Science (5-12, Physics); Bachelor of Arts, Science (5-9); Bachelor of Arts, Special Education; Bachelor of Arts, Special Education Mild to Moderate; Bachelor of Arts, Special Education and Elementary Education (Dual Licensure); Bachelor of Arts, Special Education, Mild to Moderate; Bachelor of Science, Mathematics Education (Middle Grades); Bachelor of Science, Mathematics Education (Secondary); Bachelor of Science, Science Education (Middle Grades); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Chemistry); Bachelor of Science, Science Education (Secondary Earth Science); Bachelor of Science, Science Education (Secondary Physics); Master of Arts in Teaching programs are the choice for you. These teacher-prep programs qualify you to become",21,39,False,False,moderate,none,n/a,3,Teachers College,Teachers College,
C848,"Fundamentals of Diversity, Inclusion, and Exceptional Learners","Fundamentals of Diversity, Inclusion, and Exceptional Learners",2017-01,2020-06,False,AP,,0,"Master of Arts in Teaching, Elementary Education; Master of Arts in Teaching, Elementary Education (K-8); Master of Arts in Teaching, English Education (5-12); Master of Arts in Teaching, English Education (Secondary); Master of Arts in Teaching, Mathematics (5-12); Master of Arts in Teaching, Mathematics (5-9); Master of Arts in Teaching, Mathematics Education (Middle Grades); Master of Arts in Teaching, Mathematics Education (Secondary); Master of Arts in Teaching, Science (5-12); Master of Arts in Teaching, Science Education (Secondary); Master of Arts in Teaching, Social Science (5-12); Post-baccalaureate Teacher Preparation, Elementary Education (K-8); Post-baccalaureate Teacher Preparation, Science (5-12); Post-baccalaureate Teacher Preparation, Social Science (5-12); Post-baccalaureate, Elementary Education",15,39,False,False,moderate,none,n/a,2,Teachers College,Teachers College,
C849,Cloud Foundations,Cloud Foundations,2017-09,2022-07,False,AP,,0,"Bachelor of Science, Cloud Computing; Bachelor of Science, Cloud and Systems Administration; Bachelor of Science, Information Technology; Bachelor of Science, Network Operations and Security",4,59,False,False,stable,none,n/a,3,College of Information Technology,College of Information Technology,
C850,Emerging Technologies,Emerging Technologies,2017-09,2026-01,False,AP,,0,"Bachelor of Science, Cloud Computing; Bachelor of Science, Cloud and Systems Administration; Bachelor of Science, Information Technology; Bachelor of Science, Network Operations and Security",4,101,False,False,stable,none,n/a,2,College of Information Technology,College of Information Technology | School of Technology,
C851,Linux Foundations,Linux Foundations,2017-09,2022-07,False,AP,,0,"Bachelor of Science, Cloud Computing; Bachelor of Science, Cloud and Systems Administration; Bachelor of Science, Information Technology; Bachelor of Science, Network Operations and Security",4,59,False,False,stable,none,n/a,3,College of Information Technology,College of Information Technology,
C852,Teacher Performance Assessment in Social Science,Teacher Performance Assessment in Social Science,2017-01,2017-05,False,AP,,0,"Master of Arts in Teaching, Social Science (5-12); Post-baccalaureate Teacher Preparation, Social Science (5-12)",2,3,False,False,ephemeral,none,n/a,1,Teachers College,Teachers College,
C853,Teacher Performance Assessment in English,Teacher Performance Assessment in English,2017-01,2025-01,False,AP,,0,"Master of Arts in Teaching, English Education (5-12); Master of Arts in Teaching, English Education (Secondary)",2,94,False,False,stable,none,n/a,1,School of Education,School of Education | Teachers College,
C856,User Experience Design,User Experience Design,2017-10,2022-12,False,AP,,0,"Bachelor of Science, Software Development; Bachelor of Science, Software Development [BSITSWC]; Bachelor of Science, Software Development [BSITSW]",3,63,False,False,stable,none,n/a,3,College of Information Technology,College of Information Technology,
C857,Software Quality Assurance,Software Quality Assurance,2017-10,2023-04,False,AP,,0,"Bachelor of Science, Computer Science; Bachelor of Science, Software Development; Bachelor of Science, Software Development [BSITSWC]; Bachelor of Science, Software Development [BSITSW]",4,67,False,False,stable,none,n/a,3,College of Information Technology,College of Information Technology,
C859,Introduction to Programming in Python,Introduction to Programming in Python,2017-10,2023-07,False,AP,,0,"Bachelor of Science, Cloud Computing; Bachelor of Science, Cloud and Systems Administration; Bachelor of Science, Data Management/Data Analytics; Bachelor of Science, Network Operations and Security",4,70,False,False,stable,none,n/a,3,College of Information Technology,College of Information Technology,
C860,Innovation Project,Innovation Project,2017-03,2018-04,False,AP,,0,"Master of Science, Integrated Healthcare Management",1,12,False,False,moderate,none,n/a,3,College of Business,College of Business | College of Health Professions,
C861,Healthcare Systems Project,Healthcare Systems Project,2017-03,2018-04,False,AP,,0,"Master of Science, Integrated Healthcare Management",1,12,False,False,moderate,none,n/a,3,College of Business,College of Business | College of Health Professions,
C862,Healthcare Quality Project,Healthcare Quality Project,2017-03,2018-04,False,AP,,0,"Master of Science, Integrated Healthcare Management",1,12,False,False,moderate,none,n/a,3,College of Business,College of Business | College of Health Professions,
C863,Healthcare Financial Management Project,Healthcare Financial Management Project,2017-03,2018-04,False,AP,,0,"Master of Science, Integrated Healthcare Management",1,12,False,False,moderate,none,n/a,3,College of Business,College of Business | College of Health Professions,
C864,Enterprise Risk Management Project,Enterprise Risk Management Project,2017-03,2018-04,False,AP,,0,"Master of Science, Integrated Healthcare Management",1,12,False,False,moderate,none,n/a,3,College of Business,College of Business | College of Health Professions,
C865,Population Health and Care Coordination Project,Population Health and Care Coordination Project,2017-03,2018-04,False,AP,,0,"Master of Science, Integrated Healthcare Management",1,12,False,False,moderate,none,n/a,3,College of Business,College of Business | College of Health Professions,
C868,Software Development Capstone,Software Development Capstone,2017-10,2022-12,False,AP,,0,"Bachelor of Science, Software Development; Bachelor of Science, Software Development [BSITSWC]; Bachelor of Science, Software Development [BSITSW]",3,63,False,False,stable,none,n/a,3,College of Information Technology,College of Information Technology,
C873,Teacher Performance Assessment in Elementary Education,Teacher Performance Assessment in Elementary Education | Teacher Performance Assessment in,2017-07,2024-08,False,AP,,0,"Master of Arts in Teaching, Elementary Education; Master of Arts in Teaching, Elementary Education (K-8); Post-baccalaureate Teacher Preparation, Elementary Education (K-8); Post-baccalaureate, Elementary Education",4,86,False,False,stable,extraction_noise,n/a,1,School of Education,School of Education | Teachers College,PDF line-wrap artifact: shorter variant is a strict prefix of the canonical title.
C875,Human Anatomy and Physiology,Human Anatomy and Physiology,2017-07,2025-01,False,AP,,0,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Science (5-12, Bio); Bachelor of Science, Science Education (Secondary Biological Science)",3,91,False,False,stable,none,n/a,4,School of Education,School of Education | Teachers College,
C876,Conceptual Physics,Conceptual Physics,2017-07,2025-01,False,AP,,0,"Bachelor of Arts, Educational Studies in Secondary Physics Science Education; Bachelor of Arts, Science (5-12, Physics); Bachelor of Science, Science Education (Secondary Physics)",3,91,False,False,stable,none,n/a,5,School of Education,School of Education | Teachers College,
C877,Mathematical Modeling and Applications,Mathematical Modeling and Applications,2017-07,2025-01,False,AP,,0,"Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Mathematics (5-12); Bachelor of Science, Mathematics Education (Secondary)",3,91,False,False,stable,none,n/a,3,School of Education,School of Education | Teachers College,
C879,Algebra for Secondary Mathematics Teaching,Algebra for Secondary Mathematics Teaching,2017-07,2025-02,False,AP,,0,"Bachelor of Arts, Educational Studies in Middle Grades Mathematics Education; Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Mathematics (5-12); Bachelor of Arts, Mathematics (5-9); Bachelor of Science, Mathematics Education (Middle Grades); Bachelor of Science, Mathematics Education (Secondary)",6,92,False,False,stable,none,n/a,3,School of Education,School of Education | Teachers College,
C881,Geometry for Secondary Mathematics Teaching,Geometry for Secondary Mathematics Teaching | Geometry for Secondary Mathematics,2017-07,2025-01,False,AP,,0,"Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Mathematics (5-12); Bachelor of Science, Mathematics Education (Secondary)",3,91,False,False,stable,extraction_noise,n/a,3,School of Education,School of Education | Teachers College,PDF line-wrap artifact: shorter variant is a strict prefix of the canonical title.
C883,Statistics and Probability for Secondary Mathematics Teaching,Statistics and Probability for Secondary Mathematics Teaching | Statistics and Probability for Secondary,2017-07,2025-01,False,AP,,0,"Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Mathematics (5-12); Bachelor of Science, Mathematics Education (Secondary)",3,91,False,False,stable,extraction_noise,n/a,3,School of Education,School of Education | Teachers College,PDF line-wrap artifact: shorter variant is a strict prefix of the canonical title.
C885,Advanced Calculus,Advanced Calculus,2017-07,2025-01,False,AP,,0,"Bachelor of Arts, Educational Studies in Secondary Mathematics Education; Bachelor of Arts, Mathematics (5-12); Bachelor of Science, Mathematics Education (Secondary)",3,91,False,False,stable,none,n/a,3,School of Education,School of Education | Teachers College,
C888,Molecular and Cellular Biology,Molecular and Cellular Biology,2017-07,2025-01,False,AP,,0,"Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Science (5-12, Bio); Bachelor of Science, Science Education (Secondary Biological Science)",3,91,False,False,stable,none,n/a,4,School of Education,School of Education | Teachers College,
C890,Ecology and Environmental Science,Ecology and Environmental Science,2017-07,2025-02,False,AP,,0,"Bachelor of Arts, Educational Studies in Middle Grades Science Education; Bachelor of Arts, Educational Studies in Secondary Biological Science Education; Bachelor of Arts, Educational Studies in Secondary Earth Science Education; Bachelor of Arts, Science (5-12, Bio); Bachelor of Arts, Science (5-12, Geo); Bachelor of Arts, Science (5-9); Bachelor of Science, Science Education (Middle Grades); Bachelor of Science, Science Education (Secondary Biological Science); Bachelor of Science, Science Education (Secondary Earth Science)",9,92,False,False,stable,none,n/a,3,School of Education,School of Education | Teachers College,
